alpha,beta,S0
0.1021756700473404,0.846518579796054,0.9632144881305168
0.4169602390492351,0.9998217702636635,0.8892441772584888
0.6279049754925017,1.120165569269422,0.8745389994499126
0.11229620376566277,0.8291088677116195,0.984742310284404
0.5074811851215639,1.3072657346692906,0.6646296597104376
0.6245170686055929,1.13506303298965,0.8578932318155819
0.5030671268002984,1.444813236824529,0.576937869619339
0.13481085397214823,1.3379849564204633,0.5465403756136711
0.6886790068889989,1.141625903578258,0.8798857115549933
0.5307043512286178,1.138002296980946,0.534345717391337
0.5226915045603253,1.285795050307924,0.6854196674131741
0.2522574319635229,1.262208257956495,0.6046068042537401
0.36082159578110246,1.420091216155754,0.5486380155645163
0.566200816180962,1.36252815077516,0.6456947871894243
0.20285733410950574,0.9857336227607232,0.22690208202395937
0.30009320120027316,1.1354459306814064,0.7078273217497766
0.21279265855108948,0.8264531295966622,0.27921089589237236
0.14656776904339935,1.0938349212442406,0.7015060157807003
0.7866867461845909,1.1757414980940155,0.846134416485142
0.6346128424413401,1.2302193819612128,0.6116589186648497
0.601643734377089,1.254479959878609,0.7389392970808135
0.34618044498115713,0.9837107406812892,0.8686320274914711
0.29547198056337354,1.1500765626990448,0.6949329706480492
0.744321489026938,1.2111011886375076,0.8155902509189755
0.19951436436163816,1.387824349722099,0.52556962670697
0.5769634711899957,1.1928339613630425,0.781818565427377
0.22271054752293767,0.9204292320538869,0.8839985416159979
0.48050539563851824,1.321128309850159,0.6457734990047578
0.6650366752693403,1.181858877948038,0.8287536228421375
0.594170423147045,1.416595134108724,0.6140427118958512
0.16995164880594194,1.2747207536029397,0.5814404479222386
0.3532310075148024,0.970152458637121,0.8873961071598162
0.09790469529693543,0.890416083030045,0.9082446771160056
0.6126432682640941,1.1306966542550272,0.8566691414482762
0.49920654009499343,0.979023927410678,0.9612032261122013
0.48809862043268565,1.1922186427847212,0.7429358074811734
0.6999427388693443,1.298079461770727,0.7143228350360377
0.6431825080371918,1.1588031714331877,0.8425835622989957
0.36751332113466906,1.0160376069929777,0.8454464340095394
0.553468333666373,1.2918764561787996,0.5069336861357544
0.07770782159333879,1.3107243276653904,0.576314570642989
0.5329163749450758,0.9787269196718562,0.9824830329698089
0.21236820264088743,1.1475447794917535,0.2077239232326285
0.43135542197530297,0.9481519986448634,0.9587847961897161
0.17209156032124429,0.9058143561835981,0.8863311883323008
0.10884741959574318,0.8970176772443286,0.8967711561446727
0.197532936124991,1.412036119301317,0.1616185474413172
0.334173547962589,0.902361655040314,0.9591708529278311
0.7106760223172712,1.0960810631102345,0.9409769094153927
0.2783379438186019,1.4649549436545815,0.5052553962216116
0.4358704599432844,0.9588193146665948,0.9479681462026689
0.0526322039465056,1.2887878671346658,0.6094362400298842
0.7374796533262592,1.2457209855513598,0.7509232637868938
0.6503051937087119,1.202627843021582,0.6387091822783384
0.5906339677414019,1.0987935452716011,0.878557023892678
0.22962798491080422,0.9698636521129428,0.831298122458434
0.3385794534944753,0.9703893211056017,0.8794094302562443
0.22386777518084836,1.2428006815937336,0.6091499577226417
0.821643997074798,1.1295432435190693,0.9136328986797945
0.44408264081414095,1.00688804914859,0.8968448807449688
0.6851795689626112,1.2747719643330149,0.7433936414811655
0.44397326744059795,1.2247509022881962,0.6987825513345061
0.6997808653570639,1.1168735951345903,0.9122943450601783
0.19559747687806586,0.9236051207475232,0.8711154406688019
0.06504631999959581,1.322922875350713,0.5786348797352501
0.419232351977433,1.224090685707243,0.6891467501381925
0.7062451794428428,1.2271691013028383,0.7952464083737172
0.4150602794424978,1.4279783398445527,0.5608178790734273
0.05135402631434472,0.9264088935834602,0.9075195281790358
0.21664122213767237,0.9765129734295636,0.8203532069767888
0.15350661650148184,0.9873071231670439,0.7957082000496634
0.78076616704783,1.13440488982947,0.9192458671734366
0.6759519878926095,1.0922811614493997,0.9288562073665863
0.7764595592056254,1.1383683873668415,0.9133712541318613
0.09293339586163107,0.9130044133013046,0.8831198644918441
0.4338202371044346,1.1793077696377208,0.7294489701981363
0.6304986707286172,1.0608011756436286,0.6785329691824216
0.4969729133013958,1.2762374835041084,0.4552464886895818
0.4753234386691672,1.1235754695348916,0.7956709071183543
0.1329999147256475,1.3348086969775472,0.5483165398836292
0.44671833577174863,1.4316752797074703,0.5683489986821721
0.2539849836751257,0.8896704398730725,0.9342982650843493
0.8129942202371303,1.0989446147975832,0.9753114499330922
0.3839655688071589,1.2447855182197705,0.6602290769069836
0.28537448530297516,1.1784393349759326,0.6703484523089627
0.16890695309701032,1.329851287647308,0.5510990098467126
0.7497240080633817,1.2135025658309677,0.8109635247504752
