alpha,beta,S0
0.3967365965504357,1.1055847597899224,0.8563220504697068
0.2973592999678759,1.4403911401352432,0.588284173845476
0.13609539592609676,0.7259197612502881,0.9451394554479811
0.6492521785511371,1.2537450074734382,0.9565359649078989
0.07981123288975545,1.3690598660129722,0.46003192442186214
0.7058050819940263,1.3228789775590537,0.9492970371576531
0.1092330106824626,0.7489089031014171,0.8802579591100392
0.05942789182513808,1.2029949441460372,0.50659224023479
0.0762326863629339,1.0363190641797433,0.6042856104162594
0.7790882259524268,1.3758360589791283,0.9660222445830795
0.7132028344499663,1.3531681315625956,0.9335150724486755
0.672569778058173,1.3029078591522198,0.9383394085707698
0.34454643225801007,1.118407613276329,0.7998393730157131
0.09994094721715419,1.1219077496335645,0.5793176483096455
0.7948756218525834,1.4972593557316805,0.8982248991299833
0.1035157700713949,1.0688749834082507,0.611405255185692
0.45587779865099787,1.2080411303674343,0.8326519563667356
0.11211019792348853,0.8595160185950895,0.7703291102435309
0.4289727140101768,1.4189148898935169,0.6899446421374669
0.43269112524420095,1.3242500400858788,0.7420737076975293
0.633930265355364,1.3786774495073273,0.8587434847065734
0.4346132089874535,1.186597010125996,0.8297789498086074
0.08271761929568489,1.0931239381011446,0.5788160053613881
0.5767397605641778,1.41791997323154,0.7946427116878727
0.16146611434201685,0.742185813400172,0.9586091695872087
0.23040702691728798,1.3301796688189587,0.5866929536903278
0.06378544040086065,1.4437498783772176,0.4251328166425113
0.3183355606329116,1.438011934968426,0.6038444823984763
0.4410681980284017,1.1637002226983393,0.8516525051883923
0.15823851735659067,1.2557038942354257,0.5640171480942588
0.423351181766321,1.1857856399671176,0.8208491997881181
0.1274952322743259,0.8396021128471156,0.8069241773318655
0.8112062284774655,1.3800418290822472,0.9863514363935051
0.4507261197997334,1.1579551210169066,0.8642184084317819
0.4701386585877698,1.1292160265118754,0.9034043500603562
0.055921965360644976,0.7616576132238317,0.7955306515179662
0.7119549752790457,1.4600617879172477,0.8643161526746969
0.19573620680940318,1.3527102806593654,0.5512904199758357
0.4350208528542696,1.02082526068446,0.96492602868658
0.593728717655648,1.1577980935024426,0.9878481714516351
0.4183974573721463,1.4199831469180695,0.6819781427652043
0.5134081874350729,1.0841645657519945,0.980854966993322
0.5924710986240767,1.18175150078656,0.9667608712868909
0.05828385343071418,0.8038129996626244,0.7567479819397689
0.34529350618830235,1.2586592772275418,0.711307288880674
0.43545616491741523,1.4325878688382643,0.6878853285540419
0.5034643277017128,1.0951796372858977,0.9619100864889747
0.19899083219993996,0.8102613483508249,0.9243818005700709
0.21423572255983658,1.0876432861129568,0.7026529232870161
0.20123700596875838,1.2081848848774657,0.6217897834120627
0.27637557521981404,1.224942086942162,0.6746242095441709
0.6301423475542713,1.2831193488987247,0.9197448082191984
0.08250124838340245,1.1727402593327143,0.5393361874216058
0.5204134907481126,1.296796243843008,0.8254292127627625
0.23313239009462305,1.1031513965139053,0.7099047370019629
0.3379042659292343,0.9418672811333834,0.9427063617516425
0.08368996354704727,0.7209523232288628,0.8789623877345
0.07750261862370456,0.6340700079321122,0.9896425042892396
0.40752880810563796,1.1201070987475754,0.8548547019273496
0.755576698645611,1.4462265162581633,0.9027470426586229
0.1996319552260024,0.8397487160706806,0.8926860533405517
0.3540523208325026,1.1850225968597425,0.7628988131948963
0.08530469651603911,0.8720021538910218,0.7285586458727544
0.31897351994845113,0.8978816132514716,0.967804128121738
0.38599099382292335,1.1151175371256936,0.8393653355649355
0.15599052467700258,1.083128020409375,0.6518071024799986
0.17071492020840295,0.8102483932656003,0.8894987489263442
0.3130259463371222,0.966324885199531,0.8931012452192513
0.27575257614346815,1.2449602176802217,0.6632762849266389
0.23525254382024485,0.9173988401931722,0.8559554703337394
0.06929770237690236,1.4389638971921463,0.4303775205939971
0.5358124537315285,1.3354418782169417,0.8130735476876125
0.12459326733374798,0.9299625443492218,0.7253983328186087
0.24192611458344027,0.8514992793564441,0.930037342019714
0.059327707647068295,0.9692356269636011,0.6286683058451793
0.2207136417330413,0.9822668274324352,0.7846275901106754
0.3989868100630416,1.3256194288676637,0.7158817993446199
0.13201113798184294,0.7935924783548429,0.8593971950397202
0.31515944405377827,1.0684848720392304,0.8097067900676297
0.19804889290708405,1.0725116242118058,0.697473936823536
0.19163306457853102,0.9581448961923033,0.774030190471955
0.07770715836492903,0.7670260001273028,0.8183649187663493
0.10157510474617026,1.3411628016151114,0.4858285033572599
0.4321153969960452,1.083850868999719,0.906135186128848
0.26388538463130773,1.2987730361562435,0.6266571401581866
0.31226828428904563,1.0275818920852955,0.8391236774911961
0.3225796464461229,1.1658352739396938,0.7484587899097901
0.2738103047781325,1.4812025178551338,0.5561766920920348
0.3584965698344227,1.1604095721077776,0.7829102789157029
0.2278435349657567,1.085224049503267,0.716758486178705
0.23797757701763378,1.1167583743609626,0.7055936243947698
0.1315008278795684,1.2159649390245575,0.5604609293646203
0.2322677868375822,0.8820429242894178,0.8868817800320926
0.24730226770646535,0.8289419206001589,0.9618312933795683
0.615673648000088,1.3706302398288392,0.850465447243148
0.0641430941311425,0.9586572493815954,0.6406284482261403
0.10804903466012161,0.7135854106074127,0.9221727866057563
0.06969919461843754,0.6440670055255151,0.9621657393142409
0.5812968724004213,1.410304720507074,0.8021648569073734
0.0910837334297484,1.1715918159966416,0.5471903581072087
0.5651448008363655,1.1709963609662444,0.9523042512592745
0.2341363919657039,1.3765632183702192,0.5696334127066176
0.4420032340670692,1.1628398889145601,0.8530867021718462
0.07538295013652496,0.7258864345736332,0.861543806676574
0.604182794855707,1.2086818564487656,0.9549103435437895
0.23872849612979818,0.9038272159584418,0.8726540804752587
0.4009302916091586,1.2407883099517152,0.7663920556819984
0.40643387803928355,1.3270477810910206,0.7207230241354903
0.23481746382759838,1.0197394592211224,0.7696254848743143
0.20595718429425136,1.117078160431677,0.6767272183739164
0.29054977276674865,1.4068073318938827,0.5974874921614933
0.23547109322132642,0.807077931643436,0.9732283269631928
0.07075666322205054,0.6701864024968142,0.9262448071615872
0.11761344526187867,1.205730129324806,0.5537005677685627
0.3785093802292715,1.122452975114116,0.8272145138693245
0.40346988327630695,1.064592142331477,0.8956198879216962
0.5611871421260646,1.2452167359352628,0.8923644551021861
0.721114489232112,1.449237211716451,0.8770920942939048
0.749704094834106,1.4964597417271075,0.8685192594990954
0.17280966522248675,0.8592752851559089,0.8411852285641701
0.33603353422762416,1.2648628571968676,0.7004977188690171
0.20916298364342245,1.0978477796647133,0.6915011439893812
0.159182049430587,1.497094425516543,0.473705632232801
0.5855467651361603,1.491715721486802,0.7612353752800052
0.12400284695348995,1.1654937731378805,0.5782981208554967
0.20586960574605384,1.4148209293862428,0.5342510857503947
0.1310079384200793,0.8602872710884606,0.7916052849176498
0.11049076507956057,1.1638051740564954,0.5675269295274905
0.1080223726610201,1.251045347584296,0.5259780437636065
0.1402743405890039,0.9980089834721412,0.6916514419623974
0.413988309056323,1.1363315513378658,0.8483336750108675
0.25826550501238466,0.8341203173572758,0.9690035119802892
0.2710145518779825,1.466745074302269,0.5597527328935932
0.2429542518926514,1.2236915979267793,0.6480017229480295
0.644058671200785,1.2919416922703326,0.9242357377780659
0.11917709317895198,0.7832109783823951,0.854402100545074
0.20850121095070795,1.2414453827002623,0.6109823544728358
0.3418587891948224,1.4449495639546124,0.6172248660879666
0.7624795525904575,1.4655052804028252,0.8955816004638506
0.44889633476535473,1.4087073048624728,0.7090872200622276
0.07782758161022363,0.9557693198647708,0.6568819279739825
0.1150486435356548,1.3686196929030068,0.4859265571766951
0.271286395176231,0.8394353632212682,0.9783795668859326
0.1417715713997756,1.1143859549590958,0.6207648079574877
0.39611721599980476,1.4602200016424185,0.6479278648810214
0.5429135077784393,1.236530557568261,0.8838548412816198
0.2710880770183187,1.497787993332564,0.5482004746962449
0.7477730989786151,1.4402397771209945,0.9010812862659313
0.44468341748022966,1.391593904835199,0.7147799555208277
0.20837034555837397,1.002869989509319,0.7562000712079897
0.10210031879374482,1.1587386337932073,0.5627674021534782
0.5592927053907459,1.4173805359266185,0.7826357771919523
0.16309928495526893,1.0917803942655042,0.6531526858530334
0.5733505940803907,1.1834511936269707,0.9492158291365963
0.36374270364429795,1.194264171110445,0.7651093766931106
0.09222832792160207,0.768576134577479,0.8356079651049704
0.48626617299306774,1.1378735325213478,0.9107041822282259
0.06254739162816136,0.8571720217345619,0.7146143224665075
0.24230392543488288,1.4270635086298087,0.5551987928810123
0.8301835596962306,1.4180201903083318,0.973317291989372
0.5631767838539594,1.3165700867054704,0.8455127509090345
0.050784474380908606,0.9962281589824309,0.6030591294623632
0.41007180471621796,1.1902011076051036,0.8066467175190101
0.4911802268525327,1.1513851685742988,0.9042849145457569
0.19946961684617281,0.9750160490289972,0.768674145941994
0.06410946406777429,1.4741270482605913,0.41659195977261726
0.14283338383266198,1.1262036828891953,0.6151936867904536
0.10452709715095132,0.7592964026246882,0.8620179245013567
0.15622278205414442,0.8454252078531298,0.8353462700366522
0.5072927056063612,1.2045153162633913,0.8777744070595878
0.8097048307560066,1.4105043886270265,0.9639848366586516
0.09172994712678839,1.1591123134235852,0.5536391526652724
0.24634602628076152,1.4579007019386963,0.5462278995700602
0.2701835716711537,1.0970497800763968,0.7476265876786069
0.07895182947842538,0.7380617679655013,0.8521669441476245
0.05429793884045431,0.7520645399541291,0.8035187389612085
0.24132742817884212,0.9845933950843605,0.8037098806984885
0.2313510491216425,0.8936951863024433,0.8742925697914049
0.10790444505541186,0.7549898901377035,0.8714083003897507
0.5146340260280904,1.168489546989584,0.9111198646935861
0.3241087971651214,1.046051097861886,0.835627256519989
0.1947485655990676,1.0369461702515448,0.7182133449987416
0.6415474161907437,1.2063454240985951,0.987733201708806
0.29163068043052565,0.8971081970308231,0.9381596279434482
0.20182517446602133,1.13901650214443,0.6600652273004707
0.24595955715394646,1.2642976915934567,0.6295665762639243
0.7087390406266831,1.2911411578000362,0.9749042890804954
0.633034952534185,1.3697510772233488,0.8636860989759314
0.06347810163523449,0.8206667293410104,0.747536230753234
0.24408212935926266,1.0527152156904043,0.7543180999425445
0.6402349973393267,1.323326805877681,0.8994263578533392
0.0922428766821296,1.1679988683364253,0.5498660195774006
0.38839556046791934,0.9515943018095211,0.9861298776216141
0.16741715624267584,0.9362899110837526,0.7662340047359868
0.18163471970513,0.8531865350651473,0.8575319716809561
0.7722184693989509,1.3896560592122684,0.9514717491099086
0.2560342048790435,1.1591944608948093,0.6953399485516656
0.6074188014598478,1.27448528759364,0.9081460764181147
0.08309310313710716,1.119299445444648,0.5656154996186353
0.28152112728331014,0.9099279821421317,0.9138318147406469
0.4328495404528704,1.0577469088580251,0.9291916092053748
0.2665415149504208,1.0653865310965103,0.7664274918427532
0.4763404530341906,1.4163363388045296,0.7246445895904999
0.2492227801395911,0.8546994071289461,0.9350922504383387
0.5871302015001922,1.2682801377141755,0.8965923060740933
0.08635982317297797,1.3258038968611348,0.4799803625562578
0.08798418682282882,1.0714168947905527,0.595458408249643
0.3589431645415264,1.2016489011755502,0.7564132714416445
0.1699638835236903,0.780100382038432,0.9229118611162914
0.2694305973892943,1.4281455403209906,0.5737724805876911
