10,20,0.0,-0.018433222961083632,0.6276910512497387,1
10,20,0.0,-0.01916555394905669,0.5906408577153853,2
10,20,0.0,-0.01937520578589576,0.5833279131681179,3
10,20,0.0,-0.01937008122172363,0.5953918343387573,4
10,20,0.0,-0.019268338368981994,0.5861726881396068,5
10,20,0.1,-0.017334367623695043,0.9039137011626741,1
10,20,0.1,-0.01739161493467992,0.9191574688214,2
10,20,0.1,-0.016897354641580334,0.9498085668640326,3
10,20,0.1,-0.01710396310223638,0.906574804276037,4
10,20,0.1,-0.017712544181992446,0.9447280058517928,5
10,20,0.2,-0.016358727949850264,1.1068810591099096,1
10,20,0.2,-0.015631168569350776,1.1852247131795532,2
10,20,0.2,-0.016046134551624142,1.1752711917384533,3
10,20,0.2,-0.016462358456131445,1.1868274176434965,4
10,20,0.2,-0.015830152140404886,1.1509703883441185,5
10,20,0.3,-0.015246335015606282,1.3900121595907728,1
10,20,0.3,-0.015924433450011988,1.3309924068731884,2
10,20,0.3,-0.015373331618538407,1.3214511473215735,3
10,20,0.3,-0.015590589475468592,1.3481150311169021,4
10,20,0.3,-0.016252421367958444,1.3554426026772664,5
10,20,0.4,-0.015558313129951883,1.5425126619902951,1
10,20,0.4,-0.014752924872549512,1.4980642433792135,2
10,20,0.4,-0.014569367130368164,1.4957916169336147,3
10,20,0.4,-0.01568443868693777,1.484607821469472,4
10,20,0.4,-0.0153449822346489,1.4830488529291426,5
10,20,0.5,-0.015422691143364227,1.6513362129640905,1
10,20,0.5,-0.014600968252405576,1.6612278447172444,2
10,20,0.5,-0.015281069509044646,1.5844053783360421,3
10,20,0.5,-0.014684039173999897,1.6295393325288392,4
10,20,0.5,-0.014516844616358457,1.5375372527031328,5
10,20,0.6,-0.014633784279874806,1.6576640812926766,1
10,20,0.6,-0.015558687170346482,1.7296267435990262,2
10,20,0.6,-0.014857194330769928,1.6832636558031093,3
10,20,0.6,-0.015397081906924969,1.6550457565006567,4
10,20,0.6,-0.014592905947260214,1.6866572144231908,5
10,20,0.7,-0.014907581163780503,1.7245162904943194,1
10,20,0.7,-0.013847889113905323,1.7677826665706868,2
10,20,0.7,-0.014364186672370003,1.7692538768152921,3
10,20,0.7,-0.01429086382398198,1.6810328604827187,4
10,20,0.7,-0.013907333320359566,1.7511734197332114,5
10,20,0.8,-0.014301417375406283,1.7969999357602089,1
10,20,0.8,-0.014006460475318706,1.781753946675814,2
10,20,0.8,-0.014023008228197348,1.7964340638677332,3
10,20,0.8,-0.014525212027510405,1.805063580605812,4
10,20,0.8,-0.01498345197222529,1.8281506819494588,5
10,20,0.9,-0.014348903781531893,1.7765959305339414,1
10,20,0.9,-0.014496881390188067,1.8336194778718917,2
10,20,0.9,-0.014651864796848199,1.8373959016107102,3
10,20,0.9,-0.014234430324627958,1.8029130254477543,4
10,20,0.9,-0.015112859192477117,1.8300943322400989,5
10,20,1.0,-0.014301110399019311,1.8744938121038726,1
10,20,1.0,-0.01420907661497318,1.914871897606984,2
10,20,1.0,-0.014457563785851928,1.8491820042886624,3
10,20,1.0,-0.014531388833797074,1.8748675133845072,4
10,20,1.0,-0.014315135962182802,1.889469074163713,5
