θtrue,peak-intensity,growth-rate,outbreak-size,gitcommit,var_transforms,obs_mod,θprior,rep-number,path
"(α = 0.2f0, β = 1.25f0, S₀ = 0.6f0)","Any[0.27966544f0, 0.5841504f0, 0.64427435f0, 0.68262094f0, 0.8112147f0, 1.1294965f0, 1.5755241f0, 2.1160936f0, 2.605177f0, 2.9570525f0, 3.1746373f0, 3.2578154f0, 3.202428f0, 3.1679947f0, 3.1846051f0, 3.157353f0, 3.1969652f0, 3.1905925f0, 3.2262669f0, 3.2648578f0, 3.2751267f0, 3.3057148f0, 3.3606842f0, 3.3344462f0, 3.3532102f0, 3.4078028f0, 3.4045331f0, 3.4249008f0, 3.4165566f0, 3.4281926f0]","Any[0.60550773f0, 1.6031226f0, 2.2441359f0, 2.637441f0, 2.8191874f0, 2.8721418f0, 2.916934f0, 3.1018417f0, 3.2589073f0, 3.3664756f0, 3.3926404f0, 3.380794f0, 3.3458307f0, 3.3096285f0, 3.2988074f0, 3.3132734f0, 3.3195846f0, 3.3163445f0, 3.3482254f0, 3.3579392f0, 3.424125f0, 3.4368017f0, 3.4421315f0, 3.4602923f0, 3.4785717f0, 3.496458f0, 3.5187535f0, 3.5362904f0, 3.5302825f0, 3.5190322f0]","Any[0.2726714f0, 0.5122315f0, 0.5420152f0, 0.57063586f0, 0.6676826f0, 0.8140462f0, 0.893019f0, 0.981146f0, 0.9773412f0, 0.94917613f0, 0.93946743f0, 0.9780061f0, 1.086149f0, 1.1907897f0, 1.336411f0, 1.4545813f0, 1.6151118f0, 1.6838819f0, 1.8111839f0, 1.9210496f0, 1.9979578f0, 2.0914135f0, 2.1779118f0, 2.2126846f0, 2.2671287f0, 2.3420722f0, 2.3538237f0, 2.42f0, 2.4623559f0, 2.4769936f0]",12c09b6e60fed48cc9143e16ea899ba786b7a863-dirty,"Dict{String, Vector{Function}}(""peak-intensity"" => [max_inf, inv_max_inf, d_inv_max_inf], ""growth-rate"" => [growth_rate, inv_growth_rate, d_inv_growth_rate], ""outbreak-size"" => [outbreak_size, inv_outbreak_size, d_inv_outbreak_size], ""rep-number"" => [rnot, inv_rnot, d_inv_rnot])",PoissonTests{Int64}(1000),"(α = Uniform{Float32}(a=0.05f0, b=0.5f0), β = Uniform{Float32}(a=0.3f0, b=3.0f0), S₀ = Uniform{Float32}(a=0.1f0, b=1.0f0))","Any[0.18867321f0, 0.44655704f0, 0.4967464f0, 0.53422785f0, 0.6128983f0, 0.66587967f0, 0.6980578f0, 0.7303934f0, 0.71810186f0, 0.70915204f0, 0.7267158f0, 0.79736066f0, 0.9358376f0, 1.0715951f0, 1.235659f0, 1.3769968f0, 1.5468092f0, 1.6265749f0, 1.7600352f0, 1.8754733f0, 1.9644171f0, 2.0554166f0, 2.137279f0, 2.1803627f0, 2.2373912f0, 2.3103685f0, 2.3344464f0, 2.4005463f0, 2.435349f0, 2.4398093f0]","/home/brendaisy/OneDrive/Bren/Documents/optimal-test-design/data/sims/obs_mod=PoissonTests(1000) || θprior=(α=Uniform(a=0.05f0, b=0.5f0), β=Uniform(a=0.3f0, b=3.0f0), S₀=Uniform(a=0.1f0, b=1.0f0)) || θtrue=(α=0.2f0, β=1.25f0, S₀=0.6f0).jld2"
