1,4,0.5,-0.08446719850583488,0.49223318022854334
1,7,0.5,-0.07996648658641184,1.1017264741345065
1,10,0.5,-0.06777237226117837,1.451031026894209
1,13,0.5,-0.058925400322725266,0.5235332144911025
1,16,0.5,-0.059365365294784554,0.2837879222030308
1,19,0.5,-0.064941697636646,0.3793951610340624
1,22,0.5,-0.07234776757958394,0.4186839657943806
1,25,0.5,-0.07645623583985389,0.33980299934993163
1,28,0.5,-0.07952029764382232,0.2711876727934662
1,31,0.5,-0.08140645463187539,0.22374284484971696
1,34,0.5,-0.08255666929911573,0.19936773569433142
1,37,0.5,-0.0833203071304559,0.1784696954310462
1,40,0.5,-0.08393385785400068,0.1557219038047621
1,43,0.5,-0.08420569546993932,0.1237547552779393
1,46,0.5,-0.08444864910185829,0.12485302022653098
1,49,0.5,-0.08456022488575439,0.09294310566128555
1,52,0.5,-0.08469505965774161,0.10138192361139338
1,55,0.5,-0.08478584466221607,0.09910010680605964
1,58,0.5,-0.08482985065438638,0.08754060298523102
4,7,0.5,-0.079244339814652,1.1254768631136194
4,10,0.5,-0.06758694421352571,1.543814148812477
4,13,0.5,-0.05917824113451066,1.2830853073012773
4,16,0.5,-0.05828060097779806,0.9850079426258816
4,19,0.5,-0.06444432635197961,0.8799502373129569
4,22,0.5,-0.07160965447265619,0.8037580960029702
4,25,0.5,-0.07578934902526646,0.7496341490894045
4,28,0.5,-0.0790330356445563,0.7146261292334359
4,31,0.5,-0.08109228402105988,0.6743211656036077
4,34,0.5,-0.08224184069974425,0.6851581471549641
4,37,0.5,-0.08293338630878738,0.7049115205956291
4,40,0.5,-0.0833753818540773,0.6912399876033948
4,43,0.5,-0.0838168197406036,0.7022719685727176
4,46,0.5,-0.084152235561101,0.6953459918806603
4,49,0.5,-0.08418129925024093,0.6991344435042629
4,52,0.5,-0.08432222048621058,0.6996790741393883
4,55,0.5,-0.08430493715010232,0.7043901067914422
4,58,0.5,-0.08435723544166858,0.6998523109972136
7,10,0.5,-0.06412270996442937,1.7306775213510195
7,13,0.5,-0.05621699336108918,1.671848927217236
7,16,0.5,-0.056962156529389046,1.4996643902493938
7,19,0.5,-0.06255684632058403,1.3404076053324778
7,22,0.5,-0.06697560859572702,1.2920356036556686
7,25,0.5,-0.07064252732163516,1.2700025617878532
7,28,0.5,-0.07436383908209124,1.258265296272511
7,31,0.5,-0.07616964144072,1.279436761756152
7,34,0.5,-0.07768508337785807,1.2509156154154366
7,37,0.5,-0.07820714509060504,1.3038976099564024
7,40,0.5,-0.07906210357927719,1.3060807422452259
7,43,0.5,-0.07915583519806363,1.300569478331234
7,46,0.5,-0.07922926625533643,1.288396112811709
7,49,0.5,-0.0798060401657215,1.2656929574434257
7,52,0.5,-0.07950280381068302,1.2694541369741164
7,55,0.5,-0.07998369729735601,1.24967506772329
7,58,0.5,-0.08010287371976674,1.2420667318167462
10,13,0.5,-0.04902713946496229,1.7109934939845368
10,16,0.5,-0.049189681680203,1.6385980395481408
10,19,0.5,-0.053348995800936765,1.6066408579213458
10,22,0.5,-0.05635335070786506,1.624650698581109
10,25,0.5,-0.059986148883372246,1.6369290182006087
10,28,0.5,-0.06128369903863241,1.6456848320811186
10,31,0.5,-0.06374649094323781,1.620228716604845
10,34,0.5,-0.06570038776994298,1.6068790163733757
10,37,0.5,-0.06646183619305064,1.5996451223669115
10,40,0.5,-0.06656959734257978,1.5629256281253605
10,43,0.5,-0.06748392419131437,1.5453848497244231
10,46,0.5,-0.06739083315196316,1.5220369347150697
10,49,0.5,-0.0669413359952773,1.5354712358744036
10,52,0.5,-0.0671176458829218,1.4853577141388177
10,55,0.5,-0.06753053304892875,1.483028771010615
10,58,0.5,-0.06823955131670033,1.484188024967983
13,16,0.5,-0.040656002233321095,0.6977871746916826
13,19,0.5,-0.044306992240901184,0.8603599854037892
13,22,0.5,-0.047819185449133446,0.9316898911893192
