1,6,0.5,0.8678472799087095
1,11,0.5,1.2281701756784864
1,16,0.5,0.2779816748166055
1,21,0.5,0.40610272010679077
1,26,0.5,0.2967146331486333
1,31,0.5,0.2579963795289785
1,36,0.5,0.16209877824174998
1,41,0.5,0.158633969835902
1,46,0.5,0.11987246822869334
1,51,0.5,0.090128322915306
1,56,0.5,0.0843866782561388
6,11,0.5,1.6749111662248688
6,16,0.5,1.3268015797041302
6,21,0.5,1.1277767013736257
6,26,0.5,1.0701065770687792
6,31,0.5,1.074385420989518
6,36,0.5,1.0694267911264874
6,41,0.5,1.080847288431485
6,46,0.5,1.0983886235719096
6,51,0.5,1.1104971410099003
6,56,0.5,1.0720149208308354
11,16,0.5,1.4088865760003977
11,21,0.5,1.467715952743992
11,26,0.5,1.4812501597486414
11,31,0.5,1.4567707285951492
11,36,0.5,1.3892278889515377
11,41,0.5,1.3427127363959424
11,46,0.5,1.2725706578205835
11,51,0.5,1.2621141077489992
11,56,0.5,1.2410846051435078
16,21,0.5,0.550217107495253
16,26,0.5,0.5960681506695602
16,31,0.5,0.5056750002824136
16,36,0.5,0.44251888289776187
16,41,0.5,0.4206881490719803
16,46,0.5,0.3522094873368967
16,51,0.5,0.34133136001260683
16,56,0.5,0.30084942832955586
21,26,0.5,0.5926655533302416
21,31,0.5,0.5787220945449051
21,36,0.5,0.527848344763088
21,41,0.5,0.4661961974460635
21,46,0.5,0.4454879877905575
21,51,0.5,0.4349124051059266
21,56,0.5,0.4303133479184967
26,31,0.5,0.5342301056232598
26,36,0.5,0.5498172050283505
26,41,0.5,0.5072927770104664
26,46,0.5,0.4761730083191524
26,51,0.5,0.4401549596489102
26,56,0.5,0.43710256994495683
31,36,0.5,0.41461280056702365
31,41,0.5,0.40483453883668485
31,46,0.5,0.4186219962263048
31,51,0.5,0.3616537683674049
31,56,0.5,0.3510190606264574
36,41,0.5,0.3241876729839045
36,46,0.5,0.3259335148239483
36,51,0.5,0.2996773034254505
36,56,0.5,0.27245048381813375
41,46,0.5,0.2572517602875215
41,51,0.5,0.268736816600032
41,56,0.5,0.2214685632918114
46,51,0.5,0.22488542007785747
46,56,0.5,0.20230895650278485
51,56,0.5,0.1768169194428387
