0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
0.01,0.01218436,0.01472573,0.017626228,0.020860655,0.024368113,0.028046269,0.031751066,0.035304114,0.03850889,0.041173797,0.04313762,0.044291474,0.04459187,0.04406233,0.042784028,0.04087965,0.038493913,0.035776213,0.03286644,0.029886227,0.02693435,0.024085918,0.021394102,0.018892813,0.016600596,0.014523794,0.012659906,0.011000354,0.009532423,0.008241263
0.01,0.011874026,0.014033778,0.016496845,0.019271595,0.022353213,0.02571971,0.029328499,0.033114295,0.036989234,0.040845837,0.044563126,0.048015285,0.05108204,0.0536589,0.05566586,0.057052914,0.057802055,0.0579257,0.05746213,0.05646959,0.055019226,0.053189054,0.051058,0.048702154,0.046191346,0.04358769,0.0409445,0.03830637,0.03570937,0.03318191
0.01,0.018994736,0.035361927,0.06350705,0.10739484,0.16591568,0.22811635,0.27680108,0.3005665,0.2998552,0.2821558,0.25550422,0.22568883,0.19613983,0.16862166,0.14389502,0.12215802,0.10331858,0.08714595,0.07335434,0.06164942,0.051749792,0.043399148,0.036368906,0.03045947,0.025498226,0.02133667,0.017848957,0.014927435,0.01248151,0.010434649
0.01,0.009767786,0.00947728,0.009136566,0.008754372,0.008339674,0.007901322,0.007447738,0.006986675,0.006525057,0.0060688774,0.0056231646,0.0051919906,0.0047785225,0.0043850904,0.0040132897,0.0036640721,0.0033378345,0.0030345425,0.0027537916,0.002494908,0.0022570048,0.0020390528,0.0018399236,0.0016584371,0.0014933912,0.0013435896,0.0012078605,0.0010850742,0.0009741504,0.0008740683
0.01,0.01572139,0.024406955,0.037177175,0.055077244,0.07849817,0.10636582,0.13562857,0.16181764,0.18075489,0.19024117,0.19049494,0.18337484,0.17128678,0.15642759,0.14047873,0.12458541,0.10945517,0.09547801,0.08283076,0.07155388,0.061606757,0.052902494,0.04533242,0.038779523,0.033128258,0.028268568,0.024099572,0.020529704,0.017477583,0.0148714725
0.01,0.005443705,0.0029587313,0.0016067455,0.0008721397,0.00047328277,0.00025680137,0.00013932843,7.55907e-5,4.1010215e-5,2.2249647e-5,1.2070408e-5,6.546982e-6,3.5524024e-6,1.9280703e-6,1.0445281e-6,5.6839735e-7,3.0728143e-7,1.6781188e-7,9.06865e-8,4.9551367e-8,2.677827e-8,1.4607641e-8,7.951931e-9,4.295581e-9,2.3787354e-9,1.2708995e-9,7.045888e-10,3.8565098e-10,2.0758624e-10,1.1660033e-10
0.01,0.011375686,0.012826109,0.01431945,0.01581447,0.017261837,0.018606808,0.019793212,0.020768242,0.021487478,0.021919321,0.022047983,0.021874629,0.021416524,0.020704502,0.019779135,0.018686613,0.017474627,0.016188988,0.014871097,0.01355634,0.012273403,0.011044211,0.009884439,0.008804207,0.007809061,0.0069008204,0.0060784826,0.0053390176,0.004677934,0.00408991
0.01,0.012675161,0.015933959,0.019827675,0.024369294,0.029511446,0.03512547,0.040989198,0.046791933,0.052163016,0.056722347,0.060141653,0.062198944,0.0628098,0.062028352,0.060021117,0.05702718,0.053314697,0.049146343,0.044754904,0.040331293,0.036021102,0.031927153,0.0281159,0.024623865,0.021465441,0.018638467,0.016129812,0.013919436,0.011983178,0.010295397
0.01,0.022879787,0.050884917,0.10663344,0.20004329,0.3173468,0.41599756,0.46473134,0.46747902,0.44302228,0.4065752,0.36672065,0.32761136,0.29105565,0.25771824,0.22772369,0.20094669,0.17715594,0.15608273,0.13745365,0.121007875,0.10650316,0.09371937,0.082457796,0.072541066,0.06381107,0.05612742,0.04936607,0.043416988,0.03818324,0.03357925
