0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
0.01,0.011045702,0.01215768,0.013330059,0.014554356,0.015819283,0.017110642,0.018411392,0.019701881,0.020960284,0.022163242,0.023286708,0.024306903,0.025201408,0.025950175,0.026536567,0.026948137,0.027177226,0.027221223,0.02708259,0.026768567,0.02629057,0.0256635,0.024904996,0.024034252,0.023071446,0.02203686,0.02095009,0.019829592,0.0186923,0.017553262
0.01,0.015349417,0.023361677,0.035109743,0.051802102,0.07446841,0.10336294,0.13721749,0.1728357,0.20564774,0.23123918,0.24693094,0.25234982,0.24891086,0.2388513,0.22444853,0.20761502,0.18978044,0.17192979,0.15469998,0.13846761,0.12343424,0.10968117,0.09721139,0.08598424,0.07592803,0.06695702,0.05898053,0.051906236,0.04564527,0.04011366
0.01,0.011497307,0.013191297,0.015099003,0.017236074,0.019615721,0.022247348,0.025135074,0.02827597,0.031658344,0.03526008,0.039047267,0.042973343,0.046979044,0.050993316,0.054935347,0.0587176,0.0622502,0.065445274,0.06822251,0.07051321,0.0722647,0.073442705,0.07403286,0.07403995,0.073486954,0.072412394,0.07086638,0.0689078,0.0666006,0.06401012
0.01,0.013355675,0.017541924,0.02255202,0.028228967,0.034216467,0.039959233,0.044785775,0.048067693,0.04939649,0.048692722,0.04619848,0.042371154,0.03774342,0.03280594,0.027941784,0.023408238,0.019350195,0.015825018,0.012832157,0.010334751,0.008279001,0.0066035553,0.005249555,0.004162924,0.0032939124,0.0026019488,0.002053019,0.0016180782,0.0012742622,0.001002937
0.01,0.015542003,0.023908317,0.036213998,0.053625923,0.07691932,0.105738565,0.13786596,0.16919687,0.19493724,0.21147694,0.21761048,0.21438366,0.20409343,0.18926936,0.17208171,0.1541416,0.13652918,0.11989912,0.10460731,0.09080233,0.07850632,0.06766204,0.058168583,0.049907025,0.042748563,0.03656775,0.031246703,0.026675597,0.02275616,0.019400628
0.01,0.010550342,0.010978313,0.011263251,0.0113918735,0.011359623,0.011170955,0.010838591,0.010381894,0.009824709,0.009193005,0.00851274,0.007808079,0.007100181,0.0064065163,0.0057406514,0.005112389,0.0045281653,0.0039915424,0.003503788,0.0030643882,0.002671565,0.0023226596,0.0020144756,0.001743582,0.0015064129,0.0012994944,0.0011195203,0.0009633658,0.0008281794,0.0007113669
0.01,0.008978027,0.008041908,0.007188596,0.006414083,0.005713726,0.005082507,0.0045152465,0.00400676,0.0035519775,0.0031460267,0.0027842904,0.0024624446,0.002176472,0.0019226747,0.0016976655,0.0014983609,0.001321965,0.0011659565,0.0010280627,0.0009062481,0.0007986904,0.0007037572,0.0006200023,0.00054613396,0.00048099962,0.00042358378,0.00037298413,0.00032839747,0.00028911783,0.00025451856
0.01,0.01239881,0.015293317,0.018744392,0.022799045,0.027478343,0.03276272,0.03857685,0.044777222,0.05114742,0.05740538,0.0632258,0.068275675,0.07225706,0.07494749,0.07622762,0.0760908,0.07463271,0.072029226,0.06850356,0.06429891,0.059650913,0.054772217,0.049841177,0.044999324,0.04035212,0.03597195,0.031904485,0.028173083,0.024784146,0.021732166
0.01,0.019316293,0.03655427,0.06665161,0.11414707,0.17793582,0.24607526,0.30038685,0.32954952,0.33443898,0.3224215,0.30099908,0.27546668,0.2489878,0.22327833,0.19918816,0.17707674,0.15704036,0.13903187,0.12293531,0.10860149,0.09587177,0.08458822,0.074601114,0.065771416,0.05797091,0.05108437,0.04500802,0.03964838,0.034922704,0.030757127
