0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
0.01,0.013065884,0.016953213,0.021801597,0.027721643,0.034756735,0.042834356,0.05171688,0.060970273,0.0699748,0.077995375,0.08430586,0.08833458,0.08977992,0.08865445,0.08524936,0.08004382,0.07359627,0.06645071,0.059075527,0.051833883,0.044981636,0.03867716,0.033002656,0.02798237,0.02360106,0.01981969,0.016584344,0.0138362665,0.011515483,0.00956467
0.01,0.012310535,0.015119599,0.01851689,0.02259939,0.027467314,0.033217493,0.03993355,0.047672678,0.05644926,0.06621702,0.076852016,0.08814078,0.09977817,0.11137828,0.12250156,0.13269308,0.14152914,0.1486606,0.1538462,0.1569694,0.15803619,0.15716161,0.15454085,0.15042336,0.1450842,0.13879937,0.13183199,0.124418624,0.11676442,0.10904109
0.01,0.014352148,0.020430876,0.028753784,0.039837126,0.05404482,0.071350075,0.09106333,0.111672685,0.13098739,0.14665361,0.15684322,0.16075437,0.15867522,0.15168372,0.1412032,0.12864295,0.11518663,0.101719,0.08883864,0.07690596,0.066107325,0.056501847,0.0480711,0.040746264,0.03443309,0.029026568,0.024419282,0.020509522,0.017202288,0.014412095
0.01,0.015111305,0.022576006,0.033170212,0.047593225,0.06610393,0.08800904,0.11126706,0.13266201,0.14877185,0.1572629,0.15764017,0.15106012,0.13954549,0.12522459,0.109862216,0.09471371,0.08055825,0.06780511,0.056608956,0.04696177,0.03876566,0.031874064,0.026126757,0.021362472,0.017432867,0.014203824,0.011557957,0.00939589,0.0076319654,0.0061950726
0.01,0.01403154,0.01957635,0.027098736,0.037114263,0.05011513,0.06643191,0.08603266,0.10830598,0.13193506,0.15499258,0.17530711,0.19098864,0.2008748,0.20470044,0.20297378,0.19668847,0.1870208,0.17510773,0.1619225,0.14823261,0.13460456,0.121429175,0.10896095,0.09734781,0.086661175,0.076920405,0.06810692,0.060179826,0.053084265,0.046757527
0.01,0.011408646,0.012991357,0.01476227,0.01673441,0.018918848,0.021323709,0.023952985,0.026805207,0.02987209,0.03313713,0.03657442,0.040147707,0.04381002,0.047503855,0.051162336,0.054711062,0.05807103,0.061162185,0.06390759,0.06623737,0.06809311,0.06943071,0.070222884,0.07046029,0.070151314,0.06932047,0.06800663,0.06625968,0.06413728,0.061701857
0.01,0.015276456,0.023115257,0.034485113,0.050406076,0.0716035,0.09792207,0.12769651,0.15758519,0.18335217,0.20137772,0.20991862,0.20933613,0.20140517,0.18841451,0.1724989,0.15534818,0.1381552,0.12168663,0.106386736,0.092472136,0.080013044,0.06898244,0.059301436,0.05086047,0.04353876,0.037213914,0.031767514,0.02709021,0.023081666,0.019652154
0.01,0.0119086625,0.014151422,0.016774282,0.019824488,0.023348238,0.027387457,0.031975485,0.037131704,0.04285524,0.04911836,0.05586006,0.0629812,0.070342414,0.077765845,0.08504215,0.09194192,0.09823199,0.103693314,0.108139396,0.11143029,0.11348328,0.114275746,0.11384191,0.11226567,0.109669104,0.10619851,0.102014326,0.09727832,0.09214565,0.08675918
0.01,0.015440537,0.023551174,0.03527366,0.051457755,0.07237796,0.097058795,0.122814514,0.14564201,0.16163954,0.16859518,0.16659951,0.15747386,0.1437046,0.12762329,0.111010045,0.095041715,0.08039174,0.06737126,0.056056507,0.04638246,0.03821183,0.031372547,0.025688367,0.020988544,0.017119635,0.013944942,0.011346238,0.009224171,0.0074936217,0.006084236
