θtrue,md-R,gitcommit,md-joint,obs_mod,θprior,path
"(S₀ = 0.6f0, β = 1.25f0, α = 0.2f0)","Any[0.4749158f0, 0.9423285f0, 1.0221767f0, 1.0496858f0, 1.0562505f0, 0.996406f0, 0.98180306f0, 0.98736244f0, 0.95108235f0, 0.9328981f0, 0.9258044f0, 0.9650726f0, 1.0447857f0, 1.1324757f0, 1.2232139f0, 1.3258122f0, 1.4332646f0, 1.5657799f0, 1.6797181f0, 1.7390599f0, 1.829027f0, 1.9034387f0, 1.9670864f0, 1.9890412f0, 2.0443196f0, 2.0856836f0, 2.1238985f0, 2.1198442f0, 2.156043f0, 2.1760724f0]",e8bca37b4d324b9a29bba44aac9647270cb75eca-dirty,"Any[0.53264433f0, 1.4349904f0, 2.150835f0, 2.6924791f0, 3.0621114f0, 3.5094998f0, 3.9997861f0, 4.556302f0, 4.99611f0, 5.344049f0, 5.6642823f0, 5.8903847f0, 6.1538854f0, 6.382487f0, 6.6298056f0, 6.811593f0, 7.006872f0, 7.169638f0, 7.3956614f0, 7.502613f0, 7.649236f0, 7.771616f0, 7.8585553f0, 7.909801f0, 7.970117f0, 8.030349f0, 8.12567f0, 8.094873f0, 8.192681f0, 8.23519f0]",PoissonTests{Int64}(1000),"(S₀ = Uniform{Float32}(a=0.1f0, b=0.9f0), β = Uniform{Float32}(a=0.3f0, b=3.0f0), α = Uniform{Float32}(a=0.05f0, b=0.3f0))","/home/brendaisy/OneDrive/Bren/Documents/optimal-test-design/data/sims/increasing-tspan-marg/obs_mod=PoissonTests(1000) || θprior=(S₀=Uniform(a=0.1f0, b=0.9f0), β=Uniform(a=0.3f0, b=3.0f0), α=Uniform(a=0.05f0, b=0.3f0)) || θtrue=(S₀=0.6f0, β=1.25f0, α=0.2f0).jld2"
