θtrue,lat_mod,md-α,gitcommit,md-S₀,known,obs_mod,md-β,path
"(S₀ = 0.6f0, β = 1.25f0, α = 0.2f0)","SIRModel{Float32}(0.0, 30.0, 0.5 ± 0.23, 0.01, 1.65 ± 0.78, 0.175 ± 0.072)","Any[-0.0075648106f0, -0.033080377f0, -0.03014794f0, -0.02855055f0, -0.045667812f0, -0.088933855f0, -0.08654116f0, -0.03640645f0, -0.015601279f0, -1.9494375f-5, 0.013595741f0, 0.046254385f0, 0.12651974f0, 0.21985468f0, 0.3129274f0, 0.4720756f0, 0.6513113f0, 0.82118464f0, 0.9530552f0, 1.1308448f0, 1.2743486f0, 1.3988379f0, 1.4634655f0, 1.5405926f0, 1.6142459f0, 1.6656877f0, 1.7458751f0, 1.7824699f0, 1.7995934f0, 1.8533161f0]",88c71ef9c3311240c2ec7ba66d33730aad391924-dirty,"Any[-0.079259455f0, -0.0111309355f0, 0.011104155f0, 0.023300003f0, 0.06990923f0, 0.2017975f0, 0.42858422f0, 0.4758248f0, 0.39515382f0, 0.3190428f0, 0.2798886f0, 0.2833163f0, 0.33184662f0, 0.4416242f0, 0.5130962f0, 0.6439911f0, 0.78808683f0, 0.93699855f0, 1.0775225f0, 1.2413851f0, 1.3584799f0, 1.4278346f0, 1.5302516f0, 1.607579f0, 1.6930373f0, 1.707798f0, 1.7420248f0, 1.7635726f0, 1.796711f0, 1.8113595f0]",(),PoissonTests{Int64}(1000),"Any[0.31434685f0, 0.44879103f0, 0.45298848f0, 0.44594443f0, 0.45867494f0, 0.56140244f0, 0.8586121f0, 1.1453652f0, 1.2850819f0, 1.2695873f0, 1.2152624f0, 1.1801708f0, 1.2254522f0, 1.265163f0, 1.3211595f0, 1.4360266f0, 1.5514932f0, 1.6641887f0, 1.8025205f0, 1.9414039f0, 2.055254f0, 2.1239414f0, 2.1847656f0, 2.2672005f0, 2.3102133f0, 2.3291273f0, 2.361918f0, 2.4134462f0, 2.4013474f0, 2.4371374f0]","/home/brendaisy/OneDrive/Bren/Documents/optimal-test-design/data/sims/increasing-tspan-marg/known=() || lat_mod=SIRModel{Float32}(0.0, 30.0, 0.5 ± 0.23, 0.01, 1.65 ± 0.78, 0.175 ± 0.072) || obs_mod=PoissonTests{Int64}(1000) || θtrue=(S₀=0.6f0, β=1.25f0, α=0.2f0).jld2"
